clusterName,gene
dM-FIB,ENSG00000085662
dM-FIB,ENSG00000049323
dM-FIB,ENSG00000167580
CNT,ENSG00000104327
CNT,ENSG00000134240
CNT,ENSG00000165685
IC-B,ENSG00000091137
IC-B,ENSG00000027644
PT,ENSG00000171766
PT,ENSG00000243955
dC-IC-A,ENSG00000130208
dC-IC-A,ENSG00000013306
dC-IC-A,ENSG00000259120
CCD-IC-A,ENSG00000259120
CCD-IC-A,ENSG00000004939
CCD-IC-A,ENSG00000147606
Non-classical monocytes,ENSG00000203747
Non-classical monocytes,ENSG00000085265
Classical monocytes,ENSG00000143546
Classical monocytes,ENSG00000038427
Classical monocytes,ENSG00000163220
DC,ENSG00000173372
DC,ENSG00000159189
DC2,ENSG00000132514
DC2,ENSG00000188820
B cells,ENSG00000105369
B cells,ENSG00000156738
T cells,ENSG00000167286
NK cells,ENSG00000105374
NK cells,ENSG00000150045
dVSMC,ENSG00000198523
dVSMC,ENSG00000198467
VSMC/P,ENSG00000074181
VSMC/P,ENSG00000109472
EC-LYM,ENSG00000138722
EC-PTC,ENSG00000130300
EC-PTC,ENSG00000122679
EC-GC,ENSG00000167941
EC-GC,ENSG00000013016
EC-AEA,ENSG00000164530
EC-AEA,ENSG00000131389
EC-DVR,ENSG00000141469
EC-DVR,ENSG00000099260
EC-AVR,ENSG00000150625
EC-AVR,ENSG00000153993
T/NK,ENSG00000185811
T/NK,ENSG00000075884
IC-A,ENSG00000185274
IC-A,ENSG00000154678
IMCD,ENSG00000267134
IMCD,ENSG00000132874
DTL,ENSG00000007062
DTL,ENSG00000109472
dATL,ENSG00000198691
dATL,ENSG00000117707
aTAL,ENSG00000137648
aTAL,ENSG00000074803
aTAL,ENSG00000036828
M-TAL,ENSG00000076864
M-TAL,ENSG00000186510
M-TAL,ENSG00000074803
C-TAL,ENSG00000113946
C-TAL,ENSG00000169344
C-TAL,ENSG00000074803
DCT,ENSG00000070915
PC,ENSG00000165272
PC,ENSG00000150201
aPT,ENSG00000113361
aPT,ENSG00000183747
aPT,ENSG00000131016
PT-S1/2,ENSG00000248373
PT-S1/2,ENSG00000250799
dPT,ENSG00000150275
dPT,ENSG00000100024
dPT,ENSG00000099139
PT-S3,ENSG00000249252
PT-S3,ENSG00000185046
Podocytes,ENSG00000116218
Podocytes,ENSG00000112782
PEC,ENSG00000128918
PEC,ENSG00000229981
VSMC,ENSG00000169282
VSMC,ENSG00000182732
FIB/aFIB,ENSG00000172260
FIB/aFIB,ENSG00000112936
M-FIB,ENSG00000079931
M-FIB,ENSG00000067715
Myeloid,ENSG00000059377
Myeloid,ENSG00000260314
