author_cell_type,mean_silhouette,std_silhouette,median_silhouette,count
B cells,0.8035397004135265,0.09323461035324207,0.8205553228292504,2350
Basophils,0.9040882422107349,0.07935139848733025,0.9171465655070465,389
Cholangiocytes,0.5216736796706487,0.2672449724231867,0.626936700432258,657
Circulating NK/NKT,0.7791749188889815,0.10643738031442701,0.8035340292331439,12567
Endothelial cells,0.6196554547400134,0.16169098381800903,0.6777313810215527,2834
Fibroblasts,0.6947271915439367,0.13599017207292413,0.7424555164024094,1273
Hepatocytes,0.5891185358984922,0.20678097364091935,0.6717038802980821,10996
Macrophages,0.25355196693435467,0.26147983188764934,0.35819924667382785,7076
Mig.cDCs,0.8084572749473584,0.21604394260569887,0.875074188291373,78
Mono+mono derived cells,0.01412533769650076,0.4135382785704227,0.135980283460797,29639
Neutrophils,0.7704137903509461,0.0846898038342001,0.7951416892966541,5340
Plasma cells,0.8033377131943475,0.057845139165249325,0.8167009915816978,1125
Resident NK,0.8165831787556413,0.10462901414124777,0.8422911317041499,10894
T cells,0.1939788545203708,0.28167664796048586,0.27747593326222675,77355
cDC1s,0.8707736828929985,0.05923590269800869,0.8776017314171933,1180
cDC2s,0.4383591172890561,0.17717341633561662,0.5025621403553123,2629
pDCs,0.8987857220267477,0.036318317389044896,0.9103597665256787,1216
